id,screen_name,created_at,text
1657723059288129542,,,"Atatürk banned Adhan in Arabic, killed killed islamic scholars, burned islamic books banned wearing islamic clothes etc, yet just because he was victorious in the wars he partook, you think he’s a saint. https://t.co/9vPpANUEyX"
1657723226531807232,,,Lo que se camina en esta ciudad https://t.co/lYjYhqOBhC
1657723317099327488,,,@MarshaBlackburn Why can’t you accept their answer!?
1657723621274537986,,,"As New York City continues to struggle to find places to house migrants, the mayor has thrown a new option on the table. The city’s famous Roosevelt Hotel will now become an intake center for asylum seekers and also additional housing. Full story on @PIX11News"
id,screen_name,created_at,text
1657723902385090565,,,@claudia_hoya Me encantan♥️ felicidades Clau♥️ nos debemos unos audios!
1657723967874953217,,,"@3AsCPQs2WEjIDkA 本当に本当にお疲れ様ー😭✨✨✨✨✨
無事着いたようで何より🥺実家でゆっくりしてね🥹"
1657723987881803776,,,@TheBrattPack63 Have to be able to take the banter not just give it pal.  Your fan base was so loud all season and playoffs.  You laid a massive egg against canes.  Take the slander like a man.
1657724210058346496,,,"Happy #MothersDay in #USA!

""#Mom Protects Her #Child"".
#Auric #Sculpture + #Drawings-
#Rock's pieces w. #Tree's branch
&amp; #Acrylic on #Paper- 21.
Honoring #Motherhood at heart,
reclaiming the #primitive #instinct:
#animals' #example.
#Auraism © #XSolé https://t.co/WZN8QK62w2"
1657724239389024258,,,@roboticjoey $Buffstatemom9204 it's Mother's Day and I'm recently unemployed w no funds
1657724363582369792,,,"@ladyrasta Hahaha. A minha tentou bastante, viu?"
1657724376614309889,,,"#FortGreene #Brooklyn

5日間泊めてもらった友達のアパートメントのある街。ホントにいい街。

朝、公園散歩しながらコーヒー買いに行ってローカル感味わってました。 https://t.co/fpoG3TlGSI"
1657724382154768384,,,Incident on #BergenLine Both directions at Hoboken https://t.co/Sm4HKScHVB
1657724383085854721,,,Incident on #CountyLine at Hoboken https://t.co/Sm4HKScHVB
1657724443806892032,,,"🖤 🤍♥️ 💚 💛 💙𓋹
🐸 🐍 👑 https://t.co/fD5G2gtarf"
1657724487842889728,,,Shook will not be shaken by a game 7
1657724531409055752,,,Baby Rogers arriving November 2023 🩷🩵🫶 https://t.co/FQPjawtW4I
1657724587721760769,,,"#WhyMenShouldntBeInCharge:

That’s easy. In 2 words:

Donald Trump"
1657724808300208129,,,"@kuijsters_tim I see some movement or physical process and I have to do it! I follow this guy on IG that does incredible kinstretch @beardthebestyoucanbe

You?"
1657724852181057537,,,@BowWowPromoTeam ..it goes in the 📲🧐👤💁🏾‍♂️🙈🤷🏾‍♂️ https://t.co/xRzUNDrypr
1657725034444488709,,,Want to learn from an expert in martial arts? Join me for private training in No Gi Brazilian Jiu Jitsu and take your skills to the next level. #WomenSelfDefense #SexualAssault #SexualHarassment #PrivateTraining #Stuytown #PeterCooper https://t.co/P2mWE5b83d
1657725133300088832,,,おーかかいでえ！ https://t.co/xZJXMhq52r
1657725304708759552,,,@OferBareket ״החרדי״ סוגר את הפינה.
1657725346479759360,,,"#Europe 2023
https://t.co/PKVkupvPlj  @wildstreet @EricJayk @MgmtBeyond"
1657725675871035393,,,"@nacroix C est souvent comme ça
Pas juste a trois rivières
St Hyacinthe aussi"
1657725810634297345,,,"#Bushwick #Brooklyn

街中がグラフィックアートだらけ！
クラブやイケてるバーもいっぱいあった！

#NewYork https://t.co/f2JeJcUsBN"
1657725968172085248,,,@TotalWorld1 大手事務所だからって「でけえツラ」してじゃねえぞ的な
1657726018549891073,,,Updated: Incident on #BergenLine Both directions at Hoboken https://t.co/Sm4HKScHVB
1657726019388801025,,,Updated: Incident on #CountyLine at Hoboken https://t.co/Sm4HKScHVB
1657726095347572737,,,@thebeachbum98 Yep. That plant definitely needs water.
1657726118642810882,,,"@berale_crombie די נודניק, ארגנת הפגנה הגיעו מיליון איש, אנחנו בכוח 100 בכל הפגנה,
ניצחת יפטרו את אהרון ברק, לוין יהפוך לשופט עליון וגד״א תסגור את כל הערוצים."
1657726232857812998,,,@Elizabe32413720 @Dr_voo_ You spelt Michale wrong
1657726240676085760,,,"em vez de bolo de aniversário, sorvete (mas ~será~ que dá pra notar que teve vela?). https://t.co/ZexydmYXqU"
1657726392371429379,,,https://t.co/7VRO2DVdhJ
1657726406657286147,,,@ACTforAmerica Yet nothing has or will happen...but just imagine trump was even mention is this kind of corruption it be on ever msm source
1657726428908060673,,,"Woke up in a predicament, but we livin lyfeeeee"
1657726543211249664,,,diving dogs &gt;&gt;&gt;&gt;&gt;&gt; https://t.co/dHACidyoDj
1657726615877459969,,,@homegrownpoon @NuttinButtAzz @xxxrickysplash GG https://t.co/4xD7IKlHSg
1657726665353461762,,,@Spriter99880 THERES NO WINNING IN WAR.LOOK TO THE ONES THAT BECOME RICH FROM IT
1657726739697606665,,,📍 Coney Island https://t.co/ht4D0RUwB7
1657726881146216448,,,✌🏼 https://t.co/yJPKkfCvGP
1657726898603012096,,,@POTUS No you need writers america needs leaders that have the citizens best interest at heart
1657726990567317504,,,@1esh_Pvp @Devil352003 @rajasthanroyals Naiyan Par(nell) ho gayi! https://t.co/GMflg5AS2Q
1657727022578249729,,,I come on here post shit then i be out
1657727296407752704,,,https://t.co/QtTIItQxAv
1657727553681907712,,,"@BajpayeeManoj  congratulations # BANDAA was excellent , entertaining and informative. Good performance as good as Aligarh…. Kudos"
1657727554285912067,,,Politely asking my dog 25x what he got me for Mother’s Day
1657727675350360066,,,"I come home to my apartment exactly as I left it, and that excites me. 😁 https://t.co/ZuuqVEACoM"
1657727758523416576,,,💁🏾‍♂️🧞‍♂️ #Jobs #Occupation 💨 “ 👳🏽‍♂️ #Ock “ https://t.co/pYJOCrRbmA
1657727785224265728,,,"#universe🌌 
#Amenti"
1657727795475230720,,,@ValuetainmentTV You criticized lil nas x met gala look with @megynkelly because it wasn’t “manly” … and now talk about individuality as a source of power and inspiration? Lol BS platitudes
1657727891822583808,,,10km z2 central park running - Great building up volume in the right temperature. West Africa and Dubai is super hot 😭. Listening to this book breaks my heart. Tony was clearly vulnerable &amp; everyone around him took advantage of him. Literally competing for his 💰. https://t.co/qHhXZcrzlb
1657727897501683714,,,Extreme wealth imbalances usually ends up in these distorted relationships. His executive assistant &amp; her boyfriend billed him $22m for 'services'. No one really cared about him once 💰was involved. In the end they were present when he died. 🥲. So many lessons to learn. https://t.co/01A2n1Ymxs
1657727919169388545,,,"タイムズスクエア。ゼルダのPVがでっかく放映されてました。

#ニューヨーク
#ゼルダ 
#ティアキン https://t.co/af8ltUC9h8"
1657727935216795648,,,@brame_madeline The conspiracy against the citizens of this city is two pronged- the first is bail reform and not prosecuting criminals- the second is framing the innocent heroes so people become afraid to help neighbors in trouble. It didn’t take long but now we are truly on our own.
1657728020856074245,,,@POTUS Your pandering..everything you do is for votes your motivation sucks
1657728029592805379,,,"#universe🌌 
#Amenti ☥"
1657728683258380288,,,No way is Ja waving around a gun
1657728992483368961,,,"If no Twitter announcement/update- did it really happen?

Some (belated) updates on my side:

1. In Oct 2021 I joined @omegavp as a Investment Professional to lead investments in early-growth stage companies in the SF Bay Area and London"
1657729076482670598,,,"I’ve been trying to get Philly N3 tickets for weeks now, and have been so unsuccessful despite checking Ticketmaster religiously. I logged on at 12:32AM for shits and gigs before going to bed and add “2000+ people ahead” … just woke up over 8 hours later to this: …wtf https://t.co/IZMbIiZRD4"
1657729137719619584,,,"2. In Nov 2021 I was promoted to principal and founding member of @omegavp as we went out to fundraise Fund I and led $25MM growth stage checks 

Context⬇️"
1657729180367241216,,,@travelinhill https://t.co/74iPE7285R
1657729396982140931,,,15/05/23 Crossfit Competitors Program  https://t.co/1MwIdu6HAO
1657729532281888769,,,"3. In April 2022 I launched my own fund under @omegavp and advised by preens and invested in by Silicon Valley technical leaders focused on pre-seed &amp; seed investments of $2MM - $15MM check size focused on SF, NY, and London"
1657729592168161283,,,@RudeBoyNYK He gets support for killing a Blackman. What a hero. Even if he was a cop or even though he served in the military he would still be rewarded for saving passengers in a unguarded subway car from being verbally abused. He wasn’t taught how to defuse a situation verbally? SMH
1657729700951650304,,,"3. In April 2022 I launched my own fund under @omegavp and advised by others including Ping Li @Accel and invested in by Silicon Valley technical leaders focused on pre-seed &amp; seed investments of $2MM - $15MM check size focused on SF, NY, and London"
1657729723596783617,,,"Now this is a match made in Heaven, @Rockettes meets @skims , elevating all forms of beauty for the woman you are, and the woman in you!!! https://t.co/0M7kVqHayY"
1657729889393410050,,,@Dia20Ruiz @Teacherman1986 1 follower and a fake name
1657730000978575362,,,"@AnnLiguori Listening to Ann on WFAN. Great show. As a testament to the strength of her show, the other sports radio station in NY has a female host discussing golf. Something I’ve never heard on that station. Go, Ann!"
1657730091873337345,,,Odaxelagnia is the name for a biting fetish I learned this morning not like a vampire per say but it helps emotionally stressed partners become aware of their own bodies
1657730340947996673,,,https://t.co/gg0tDTUB5Q
1657730404072185856,,,"Wait ooo...sleep aside, no weewee, no poopoo.... Just cooking and cooking...
🥺🥺🥺

A legend 💯 https://t.co/Sb3DiHL0NS"
1657730629239177218,,,4. As well as the University of Chicago endowment
1657730651422961666,,,https://t.co/5k3uhItNmJ
id,screen_name,created_at,text
1657732629179908096,,,@GovKathyHochul If that was her advice then you chose to do the exact opposite.
1657732700533317633,,,Am I really supposed to get a haas t shirt because of palm angels? Lol
1657732873015685126,,,breakfast view for the next month 👀 https://t.co/xzXPhGqrYE
1657733173265022979,,,"#France https://t.co/OjwebGLPXs @wildstreet @EricJayk @MgmtBeyond 
@lefoliv"
1657733254445780992,,,"@mu_sr94 وناتشو !!
ياخي في مباراة ليفربول كان ثغره الابا لين طلع مصاب ودخل ناتشو تعدل وضعنا !!"
1657733416551432193,,,if the swiftness give unintentionally give us police reform outta this debacle…👀👀 https://t.co/ylstVTHNSv
1657733537586372608,,,Coming back to @CafeMontage Kyoko soon…! https://t.co/6ashsc1tUe
1657733600844840962,,,"Es evidente que la necesidad agudiza el ingenio, pero esta campaña va aún más allá. Enhorabuena, @PrimeroToledo #Elecciones2023 #eleccionesmunicipales2023 #Elecciones28M https://t.co/mCC7CH5E58"
1657733601511763971,,,@ClaudetteGGibs1 https://t.co/ej2x8y17Go
1657733622353342464,,,"Today is May 14th. A great day to read Proverbs 14. 

And happy Mother’s Day! https://t.co/xSn7pxZjr3"
1657733708122669059,,,Happy Mother's Day to the awesome woman I have the privilege of calling my mom. https://t.co/k7yd2GglYV
1657733954462535680,,,"@eurosport @TigerWoods @rogerfederer 1. Rafa Nadal 
2. Tiger Woods 
3. Michael Phelps"
1657733955523600384,,,@CatRP @RudeBoyNYK He served in the military and some of them who served are just as violent as those who didn’t served. Oh how I will never forget how many military and police officers who invaded the WH for a nut head who lost the election.
1657734047307579393,,,"Having a little fun with my masseur 😈
https://t.co/WRwbYpNEOm 
🚨 50% off today! 🚨
Ft. @da_boobiex https://t.co/7HPjvLCNDj"
1657734099249901568,,,"Best anything is impossible with this band, but 77 Peggy-o Garcia leads are among his best work 🎶❤️ https://t.co/0V5do5gjKL"
1657734199191777280,,,Happy Mother’s Day! I spent my mother’s day weekend exploring NYC. I too imagine for my children peace and a bright future. I am eternally hopeful. #MotherDay #NYC https://t.co/zQni5WkyXw
1657734251523997697,,,"@imaginarysmd Welcome, Isabel!! Happy Mother’s Day and congrats, Stephanie!"
1657734430876749825,,,"¡Felicidades madres! ¡Gracias por tanto!

#EstoesCambio #EstamosCumpliendo #EstamosCambiando  #CulturaDominicana #consuldomny #NewYorkCity #DominicanosDeNY🇩🇴 #diadelamadre #diadelasmadres2023 #diadelasmadres"
1657734429081493506,,,"Aprovechamos este día, en nombre del Cónsul @eligiojaquez y de todos y cada uno de los que servimos en el @RDen_NY, para desearles a las mujeres benditas capaces de reproducir vidas, un día cargado de bendiciones y  lleno de gratitudes por los maravillosas que son. https://t.co/6AiblJwbG4"
1657734537516818433,,,@i_sanjose Gracias ☺️ otro para ti 🤗😘
1657734558656131080,,,"@UMAW_ MUSICIANS FOR MUSICIANS (MFM) will attend this rally, too. Promoting it on social media. 
MFM has been a supporter of any UMAW campaigns for the last years. Besides, MFM and MWA have been allies for a while fighting for fair pay for musicians. #MakingMusicUsAProfession https://t.co/hd0eaEN0P5 https://t.co/2v47cA11GQ"
1657734656526020609,,,"@Frantzduval Son fyeté pounn wè pitit ou kap pran diplòm ni. Men nap mandew tanpri pa fè djob sal pou oligak la, Nou vle peyi nou stab pou pitit pèp la jwenn chans pa yo."
1657734742752518145,,,@bokqueen0718 꺄아 포앱 너모 귀엽네용!! 👍👍😍😍
1657734795558789120,,,I need a remix  where the music is only this! https://t.co/fCXJ4CPg2c
1657734951633137665,,,Aur sanju seth kay hal chal😺😺😺 @SnySanjay #RRvsRCB
1657735059632271362,,,Lmfaoooooooo and plus that boy was too big for coco melon https://t.co/uYr9759aoS
1657735070973669379,,,"To all the moms, mothers-at-heart, and mom figures...thank you for your care and kindness. As always, we're holding a space for those who may find this day difficult as well. Honoring and appreciating you today and always. Happy Mother’s Day 🤍 #MothersDay #WeAppreciateYou https://t.co/WMrZkWX0oZ"
1657735094843461632,,,"Partners hit a new level of efficiency the morning of #MothersDay between 7-9am. 

No one’s faster."
1657735169573281792,,,📸: @davidgzimm
1657735167169970177,,,Caught changing at the beach https://t.co/EhnQnCQy1e
1657735192780390400,,,"7 years ago he stumbled on to @Teacherman1986 and #HLP while in AA and had tremendous success. Then he abandoned it because of clueless mlb coaches. 5 tooler.  In 99’s league.
What if??? https://t.co/KAChGrNs6I"
1657735554463571971,,,THANK YOU! I've been saying this for a while https://t.co/sFW2VAtB5j
1657735603210039296,,,"Click the link in our bio to see currently open #Legal jobs like ""Paralegal / Legal Assistant III Supporting the US Attorney's Office"" at FSA in #NewYork, NY."
1657735688500961280,,,My type is blonde if you’re not blonde and you’re with me then you probably tricked me into it by lying
1657735989278777345,,,"Happy Birthday to me!!!!!! 😭🥹
IM SEEING @taylorswift13 LATER TONIGHT IN PHILLY ON MY FUCKING BIRTHDAY!!!!!

I HOPE I GET THE 22 HAT FROM HER ❤️🫶 #PhillyTSTheErasTour https://t.co/RQiWYvsy9W"
1657736370406694913,,,Only in da big Apple…🙌🏼🏙️ https://t.co/6G0Cpat9Vz
1657736399418798081,,,📸: @ramoncphoto
1657736396910612480,,,Well—good morning https://t.co/tnN4qKzemO
1657736486173700097,,,"Lovely. 

And inspirational. https://t.co/jYFBCYYyfY"
1657736490183426048,,,"Back at it. #COYG #UTA #ARSBRI (@ O'Hanlon's Bar in New York, NY) https://t.co/mjiYajDfmL"
1657736708689936385,,,@melaharib era quase meia noite (acho que dá pra notar na foto)
1657736791498031106,,,"Game mf 7

 https://t.co/kmwvQ5fHlt"
1657736808317190149,,,10 cin dilated is some ghetto shit i cant believe my mom did that 6 times. She’s a warrior.
1657737078732455937,,,"Sublime! Not the band, the experience of basking in this beauty… https://t.co/nnZOnL1MAX"
1657737147997102081,,,"A veces pienso: “que tan difícil puede ser hacerse un corte carre o un long bob uno mismo?”. Luego desestimó por ser una locura. 

Al rato lo vuelvo a pensar."
1657737255182630912,,,Happy Mother’s Day to all you moms! https://t.co/AHzlq1NBVu
1657737289382912003,,,"He’s passing laws which restrict freedoms. 

He’s passing laws which SHIELD HIM from accountability.

Apparently, he’s got very HIGH tolerance for corruption and graft for those he knows - in particular, himself. https://t.co/Kz8pP95Hdl"
1657737524586987520,,,… and I love them both! https://t.co/YzCOaSkdEB
1657737671433756672,,,it’s Mothers Day and Season 4 Episode 8 #Succession day and I’m scared
1657737791294558211,,,AlleyWatch Testing via @AlleyWatch https://t.co/zmi4g0pCSu
1657737854364143616,,,@jpthiellay @orchambreparis @MarinaRebeka @speranzascapp @radiofrance Cannot wait to listen to it!!!!
1657737889306820613,,,トシミさんと@ToshimiK1123 カフェで朝ごはんデートしました🌹 https://t.co/DLdvZAMs0Y
1657737903454273538,,,@Ludivin00185128 🤗😘
1657737919371657217,,,"miss you mom, can’t believe it’s been 10 years"
1657737976275693568,,,"#aigenerated #trivia

[🎬] 👦🗺️💀🏴‍☠️💎
[📺] 👵👵👵👵🏠
[📚] 👦🏝️🔥🐚🐖

#podcast 🔗 https://t.co/lnvF7jwZUy

#cringe  #badhashtags #elon #Entrepreneur #sharktank #autogpt #aiwars

#chatgpt #gpt4 #thegoonies #thegoldengirls #lordoftheflies #linkinbio #ShamelessSelfpromo #sellout"
1657738752905674756,,,Happy Mother’s Day to all the wonderful mothers out there 🥰
1657738784740392961,,,"Two Words:
Houston Women. https://t.co/ikcsDv4Xyt"
1657738852381892608,,,@TeriS68 Uhhh not your fault
